median_home_value,population,families,households,pct_female,pct_12_24_yrs,pct_25_64_yrs,pct_65_plus,pct_single_adult,number_of_homes,vacancy_rate,pct_5plus_rooms,avg_rent,county_id,sales
123400,3029,825,1218,0.4826675,0.1591284,0.5982172,0.0858369,0.2619048,1527,0.2023576,0.5834971,690,2400,54817.335351208014
176600,1378,337,557,0.5130624,0.1523948,0.4963716,0.2278665,0.3518851,600,0.0716667,0.7416667,688,2401,52657.7645077136
208300,2139,589,941,0.5502571,0.1341748,0.5413745,0.2089762,0.3219979,1160,0.1887931,0.7146552,690,2402,54214.938591180435
126500,59479,15809,23240,0.5210747,0.16772310000000001,0.5187545,0.1466232,0.2683305,24826,0.0638846,0.6397325,562,2403,57622.686418864396
126900,42762,10280,16821,0.5153173,0.2160329,0.5286703,0.1203171,0.3097913,18102,0.0707657,0.5570655,653,2404,56931.219173903424
150400,48168,12961,18116,0.5127678,0.1620163,0.5504277,0.1394079,0.2265401,19339,0.0632401,0.761363,816,2405,57592.4885255886
124200,1170,309,461,0.5042735,0.142735,0.525641,0.1529915,0.2603037,535,0.1383178,0.7028037,577,2406,52710.08653990299
121400,30625,8265,11330,0.5118041,0.1715265,0.5217959,0.1211102,0.2313327,11930,0.0502934,0.6777033,578,2408,57656.651630062435
157800,1044,296,377,0.4731801,0.1542146,0.5766284,0.0871648,0.1405836,403,0.0645161,0.8511166,864,2409,52962.60885689695
124900,5426,1511,2143,0.5073719,0.1678953,0.5088463,0.1666052,0.2529165,2267,0.0546978,0.6832819,516,2410,53816.05461482859
119400,8458,2124,3376,0.54090800000000006,0.1577205,0.4804918,0.1870419,0.3056872,3635,0.0712517,0.5933975,588,2411,55743.36346493193
118600,33687,9171,13883,0.519132,0.1511859,0.5110577,0.1856206,0.2897068,15161,0.0842952,0.6878834,522,2412,55381.272243722546
201200,32000,9176,10838,0.5184688,0.1603437,0.5373438,0.1560313,0.1332349,11090,0.0227232,0.9419297,1001,2413,58167.96534391881
103700,2975,789,1201,0.4991597,0.1633613,0.5243697,0.147563,0.2964197,1283,0.0639127,0.6079501,578,2414,51882.967177921535
132700,17827,4734,7231,0.5193246,0.1555506,0.5327313,0.1613844,0.2931821,7716,0.0628564,0.6038103,590,2415,56513.10479158228
107000,108961,28438,43164,0.5272804,0.175494,0.4947183,0.1645084,0.2971689,47205,0.0856053,0.5884122,505,2416,56934.09257810057
103900,1079,293,376,0.5050973,0.1964782,0.4726599,0.0834106,0.1702128,403,0.0669975,0.6923077,465,2417,50809.18217438137
180300,2521,728,894,0.4942483,0.1598572,0.5803253,0.0868703,0.1454139,917,0.0250818,0.8505998,927,2418,55298.22448704972
151900,2060,547,955,0.5305825,0.1339806,0.5402913,0.2165049,0.3329843,1657,0.4236572,0.6427278,666,2419,51904.14836384645
166100,60110,16084,23916,0.544535,0.149659,0.5003327,0.2206954,0.273039,25021,0.0441629,0.8020862,739,2420,57138.73936456585
126300,54021,14035,21284,0.5209456,0.1722663,0.5277207,0.1476278,0.2750423,22679,0.0615106,0.5879889,622,2421,55798.38288519961
160300,3595,968,1441,0.513491,0.1532684,0.564395,0.1524339,0.258848,1584,0.0902778,0.7676768,725,2422,55595.95667843841
318300,24407,6966,9275,0.5207932,0.1436473,0.5913467,0.1359856,0.1898652,9840,0.0574187,0.8912602,1001,2423,56679.73559921271
223900,2149,583,671,0.532806,0.1684504,0.534202,0.1596091,0.1043219,690,0.0275362,0.9507246,738,2424,53027.45714609912
154500,25651,7341,10470,0.5368212,0.1367198,0.5173677,0.226346,0.2645654,10790,0.0296571,0.8063948,655,2425,54904.591154044065
105600,14746,3212,5503,0.5261766,0.265767,0.4369999,0.1360369,0.3187352,5887,0.0652285,0.5400034,496,2426,55048.639084483424
128100,12358,3477,4758,0.5066354,0.1588445,0.5616605,0.1433889,0.2139554,4929,0.0346926,0.7630351,679,2427,55974.1703357039
110800,8254,2168,3348,0.5247153,0.171432,0.5083596,0.1608917,0.2852449,3643,0.0809772,0.6332693,519,2428,55529.40473496996
142000,1770,453,735,0.5135593,0.1728814,0.5813559,0.1242938,0.2761905,810,0.0925926,0.7185185,844,2429,54173.511185508905
103900,2295,569,965,0.5703704,0.124183,0.4718954,0.287146,0.3378238,1953,0.5058884,0.7368152,438,2467,51731.73726012018
104200,25098,4129,7469,0.5280102,0.4781257,0.3436927,0.084947,0.2341679,7860,0.0497455,0.7208651,585,2474,56384.37425509866
109200,10163,2656,4465,0.5185477,0.1779002,0.612516,0.0648431,0.3157895,4732,0.0564243,0.7136517,632,2478,54447.15987463266
160100,1234,336,670,0.5672609,0.082658,0.4546191,0.4035656,0.4268657,3117,0.7850497,0.5957652,489,2479,53436.34197210328
123600,6346,1751,2277,0.5255279,0.2092657,0.5208005,0.1337851,0.1910408,2318,0.0176877,0.8723037,596,2489,56189.89550954035
184200,1653,586,775,0.53781,0.0943739,0.3653962,0.477314,0.2270968,1067,0.2736645,0.8800375,1001,2511,51409.58210484853
120000,14914,4447,8899,0.5756336,0.0558536,0.3944616,0.5158911,0.4606136,12829,0.3063372,0.3295658,1001,2513,56525.57144171204
256300,3045,805,1967,0.6190476,0.0394089,0.3356322,0.5924466,0.560244,2797,0.2967465,0.275295,1001,2518,56048.25947670935
175900,4703,1310,2715,0.5921752,0.067829,0.427812,0.4443972,0.4618785,3179,0.1459578,0.2670651,655,2521,55366.848529347895
128300,17754,5026,8521,0.5366115,0.1276895,0.5746311,0.1987158,0.3253139,10353,0.1769535,0.5638945,897,2541,55747.20497089447
168200,2147,814,1091,0.5272473,0.0605496,0.5528645,0.3497904,0.2318973,1904,0.4269958,0.7752101,1001,2542,55650.50117020092
118900,61492,17135,26297,0.519905,0.1484258,0.522133,0.2147759,0.282846,33043,0.2041582,0.6413159,692,2543,56086.25022878024
222400,2847,1018,1496,0.486477,0.0576045,0.5040393,0.3940991,0.2860963,3338,0.5518274,0.713601,1001,2544,53200.95862214681
127700,79443,21134,27014,0.5119646,0.2043604,0.528467,0.06966,0.1654327,29785,0.0930334,0.6583179,678,2604,57640.85099057648
100600,3408,965,1271,0.51027,0.1649061,0.590669,0.0868545,0.1754524,1393,0.0875808,0.5786073,633,2607,52310.38698819394
130100,1714,580,793,0.4906651,0.0834306,0.5822637,0.2491249,0.1979823,1263,0.3721298,0.3222486,869,2614,53158.73941645328
153100,16201,4636,5306,0.5112647,0.1891241,0.5738535,0.0709833,0.0976253,5530,0.0405063,0.8632911,613,2615,53995.19961156489
112200,7963,2190,2796,0.5018209,0.1807108,0.5810624,0.0615346,0.1520029,3239,0.1367706,0.7854276,943,2637,53710.713098789376
104500,3126,945,1327,0.496801,0.1078055,0.6852207,0.0706974,0.2305953,1699,0.2189523,0.6886404,1001,2638,54248.3884905833
138300,2690,752,1206,0.4981413,0.139777,0.6717472,0.06171,0.2777778,1535,0.2143322,0.5114007,645,2665,52626.340827391774
239300,3209,1161,1789,0.5310065,0.0383297,0.43378,0.5151137,0.3107881,3451,0.4815995,0.4529122,1001,2738,53510.95530491004
180400,1748,600,1001,0.5663616,0.0423341,0.4050343,0.5308924,0.3646354,2024,0.5054348,0.340415,1001,2748,53899.00607311794
131900,2121,650,1202,0.5572843,0.049505,0.4153701,0.5157944,0.4159734,2069,0.419043,0.5538908,1001,2786,52698.44547766844
100900,87271,22800,32943,0.5193478,0.1782264,0.5688831,0.0943498,0.2370155,35271,0.0660032,0.5935755,627,2792,58529.73179919818
243600,8854,2456,3831,0.5269934,0.1286424,0.5727355,0.1721256,0.2999217,5724,0.3307128,0.39116,1001,2796,53788.889702243134
103400,24832,5705,10424,0.4663338,0.1496859,0.5846488,0.1167043,0.3036262,12221,0.147042,0.4207512,730,2800,55539.56607883161
134800,2990,814,1775,0.5377926,0.0511706,0.4926421,0.422408,0.4794366,3345,0.4693572,0.2789238,649,2828,55254.653596973294
124200,3014,983,1401,0.5517585,0.0716656,0.4007963,0.4787658,0.2705211,2145,0.3468531,0.5459207,1001,2841,54171.1033819097
136300,10378,3118,4967,0.542301,0.0952014,0.5280401,0.2910966,0.3199114,5757,0.1372242,0.6103874,639,2842,54784.503421568006
138900,5937,2159,3244,0.5386559,0.0341924,0.3996968,0.5405087,0.2943896,7067,0.540965,0.4770058,1001,2847,53752.49190119611
162500,9493,3311,4380,0.5160645,0.0849047,0.5212262,0.316233,0.2025114,11096,0.6052632,0.5516402,858,2862,55169.23377565212
123800,92639,20978,49305,0.5337817,0.1179957,0.4814711,0.3010827,0.506622,62413,0.2100203,0.1240607,508,2879,58583.250288343916
153200,19505,6158,9815,0.5448859,0.0780825,0.4345552,0.4193796,0.3263372,15312,0.3589995,0.6451803,637,2901,54100.223534104436
100200,5383,1283,2754,0.5316738,0.1298532,0.5684563,0.1974735,0.4248366,3401,0.1902382,0.1552485,634,2914,52321.50247609195
361500,1490,493,672,0.4946309,0.0919463,0.4583893,0.4087248,0.2261905,1587,0.5765595,0.5192187,679,2917,55339.80299093192
132500,1135,361,630,0.5462555,0.0669604,0.445815,0.460793,0.3730159,854,0.2622951,0.5,622,2924,52050.03059292171
233200,1570,487,804,0.5369427,0.0764331,0.4840764,0.3904459,0.3432836,1335,0.3977528,0.5872659,688,2933,55481.99974802225
115200,15519,4204,6974,0.5587345,0.1177911,0.4236098,0.3440943,0.3659306,8142,0.1434537,0.3757062,518,2934,55818.83565626528
430800,9814,2997,5421,0.5666395,0.0508457,0.3781333,0.5261871,0.3986349,9191,0.4101839,0.531607,1001,2953,56742.18214958447
123300,1040,316,604,0.5317308,0.0471154,0.45,0.4740385,0.4188742,1049,0.4242135,0.3784557,672,2955,52008.4811859331
108600,3507,1104,1367,0.5098375,0.1197605,0.5124038,0.2050185,0.1499634,1736,0.2125576,0.7258065,750,2961,53014.20673169827
232600,3558,975,1044,0.5036537,0.1663856,0.5671726,0.0309162,0.0507663,1115,0.0636771,0.9713004,1001,2970,52435.82682488996
111800,1885,789,928,0.5241379,0.0392573,0.4015915,0.5236074,0.1390086,1617,0.4260977,0.7353123,746,2985,53097.53628321395
215800,1493,345,801,0.6403215,0.0187542,0.1513731,0.8077696,0.5355805,1236,0.3519417,0.2435275,963,3001,55359.67442186134
103100,3404,1025,1256,0.4926557,0.157168,0.5643361,0.13396,0.1297771,1475,0.1484746,0.8298305,642,3031,52436.76653737406
208900,5468,1813,2570,0.5241405,0.0769934,0.5164594,0.329188,0.2252918,6422,0.5998131,0.603706,927,3036,55110.47261878542
191500,1588,533,612,0.5081864,0.14105790000000001,0.5547859,0.1889169,0.1045752,672,0.0892857,0.9642857,1001,3044,52702.653235127684
131700,7772,2466,3998,0.5301081,0.0841482,0.4852033,0.3785383,0.3171586,8077,0.5050142,0.4287483,896,3047,56538.50651992548
224800,2754,1002,1232,0.5170661,0.0893246,0.4527959,0.3845316,0.1607143,1671,0.2627169,0.904249,1001,3054,53876.4813277293
125000,1480,519,893,0.5675676,0.025,0.2945946,0.6702703,0.3919373,1831,0.5122884,0.4467504,959,3061,54382.15601385487
100700,11772,3312,6841,0.5773021,0.0711009,0.3696058,0.5143561,0.465429,10309,0.3364051,0.14725,683,3073,54434.050402517656
103900,2735,891,1094,0.5144424,0.1085923,0.5352834,0.2051188,0.1325411,1327,0.175584,0.8055765,703,3077,53376.435511310716
101800,4108,1143,2011,0.5484421,0.1019961,0.4729796,0.3483447,0.3799105,2814,0.2853589,0.4065387,680,3078,53645.79394323052
109200,4499,1423,2024,0.5325628,0.1091354,0.4616581,0.326517,0.2564229,2454,0.1752241,0.7375713,678,3089,54376.08115528466
105800,3437,1230,1737,0.5402968,0.0663369,0.514693,0.3552517,0.2510075,2655,0.3457627,0.5333333,719,3090,53770.710225066105
107400,7266,2126,3896,0.5209194,0.083815,0.5982659,0.2697495,0.3665298,5525,0.2948416,0.481267,584,3095,56189.0464506309
114500,23026,6626,8077,0.5072092,0.1888734,0.5708764,0.0849475,0.1410177,8716,0.0733134,0.849587,970,3125,56016.329246826055
114900,20670,5928,6925,0.5093856,0.1597,0.5414611,0.0876149,0.1059928,9377,0.2614909,0.8608297,781,3126,56535.896727139196
156100,1371,418,519,0.4930708,0.1480671,0.5886214,0.1057622,0.1637765,545,0.0477064,0.9192661,725,3148,51559.73756113595
128000,12174,2027,4393,0.5283391,0.3096764,0.4402826,0.1628881,0.3938083,4794,0.0836462,0.6503963,611,3317,56177.23248005332
145200,26302,7743,9619,0.5104935,0.1830659,0.61444,0.080146,0.1610355,10427,0.0774911,0.8793517,855,3321,55109.76941611132
108000,47923,13275,18189,0.5097761,0.1759072,0.5865868,0.0686727,0.205069,20318,0.1047839,0.7970273,602,3587,58189.111848867746
156300,67842,17106,30771,0.52808,0.1712508,0.6129831,0.097845,0.3296285,35011,0.1211048,0.6614207,625,3594,59462.90260108418
182100,4495,1714,1897,0.50411570000000006,0.0907675,0.5208009,0.3001112,0.0896152,2176,0.1282169,0.9871324,1001,3608,53701.18132876486
172200,7417,1525,3909,0.50964,0.2043953,0.6694081,0.0419307,0.4210796,4658,0.1607986,0.5330614,623,3669,55069.416743473026
208400,8387,2128,2487,0.4979134,0.1851675,0.5442947,0.0538929,0.0956976,2537,0.0197083,0.6964919,1001,3705,55138.7869408067
220600,8906,2226,2628,0.5046036,0.1606782,0.5298675,0.1734786,0.1114916,2678,0.0186706,0.7393577,1001,3706,54850.11217574864
287500,8835,2305,2327,0.4982456,0.220034,0.4237691,0.006678,0.0077353,2353,0.0110497,0.6226094,834,3707,56902.85290460438
237500,2218,683,854,0.471596,0.2448151,0.4815149,0.0018034,0.1967213,866,0.0138568,0.5819861,749,3709,53887.76196738085
132900,2595,680,862,0.4836224,0.1398844,0.5325626,0.1213873,0.1612529,949,0.0916754,0.5247629,691,3710,53248.56711786524
120400,1489,368,453,0.5110813,0.1598388,0.450638,0.2008059,0.1743929,465,0.0258065,0.5139785,658,3711,52007.30556764386
164100,14315,2974,3355,0.4914425,0.2474328,0.4954244,0.0665735,0.0721311,3426,0.0207239,0.5986573,875,3712,55964.94141881747
362500,2952,792,911,0.4644309,0.1954607,0.5362466,0.0037263,0.1284303,917,0.0065431,0.612868,928,3714,55286.61349096188
153100,4509,1052,1522,0.4870259,0.1787536,0.5537813,0.0734087,0.1918528,1649,0.0770164,0.4924196,817,3715,51327.43353652828
228900,13408,3360,4020,0.4964946,0.1773568,0.5510889,0.1035203,0.1186567,4094,0.0180752,0.5603322,1001,3717,55621.18243130175
120700,2442,552,793,0.4914005,0.1789517,0.4848485,0.1294021,0.2534678,866,0.0842956,0.3475751,607,3718,53176.966085319975
101100,3611,765,891,0.4871227,0.206591,0.4569371,0.1354196,0.0998878,907,0.0176406,0.5523705,647,3722,51620.148961141866
112000,1395,364,487,0.5075269,0.134767,0.4810036,0.1863799,0.1971253,503,0.0318091,0.5606362,530,3723,53092.13871153534
131800,3479,736,897,0.496407,0.2236275,0.4452429,0.0704225,0.1438127,1021,0.1214496,0.5190989,799,3724,54919.65027990263
236700,5010,1329,1530,0.5045908,0.1732535,0.5952096,0.0838323,0.0888889,1557,0.017341,0.8310854,1001,3729,53696.70123227915
131300,6553,1777,1825,0.4837479,0.1638944,0.5157943,0.0025942,0.0252055,1841,0.0086909,0.7990223,976,3730,53859.48061977674
167500,3834,977,1456,0.485133,0.1426708,0.5821596,0.123109,0.2108516,1926,0.2440291,0.5119418,927,3732,55681.48731081101
112100,2373,543,787,0.4837758,0.155078,0.526338,0.0943953,0.2223634,896,0.1216518,0.4263393,626,3733,53319.08041316407
247400,365272,86998,134563,0.5062392,0.1629717,0.5485665,0.1595496,0.2739683,145796,0.077046,0.3363604,791,3735,61238.54754230719
184000,1138,292,392,0.4894552,0.2056239,0.513181,0.1098418,0.1811224,452,0.1327434,0.4557522,821,3737,54579.79890560385
214100,3068,746,924,0.4869622,0.1978488,0.5247718,0.10006520000000001,0.1352814,960,0.0375,0.58125,852,3738,54996.34704572627
200700,1990,525,781,0.4894472,0.1140704,0.560804,0.1844221,0.2240717,1507,0.4817518,0.3802256,1001,3739,53011.60547167408
124200,9126,2125,3144,0.5029586,0.1639272,0.5520491,0.0794433,0.2229644,3739,0.1591335,0.3383258,739,3741,54648.76712478722
236400,36818,9706,11843,0.4951111,0.1769515,0.5497311,0.1082079,0.1139914,12225,0.0312474,0.7068303,1001,3742,57487.60847609996
122600,3592,897,1152,0.4858018,0.1717706,0.5334076,0.106069,0.1519097,1199,0.0391993,0.58799,825,3743,53678.73894984041
160200,4490,1173,1548,0.4942094,0.1454343,0.5848552,0.0772829,0.1556848,1685,0.0813056,0.6700297,1001,3744,52925.01256609665
180600,35448,8844,10610,0.5022286,0.1752708,0.5389585,0.1085534,0.1172479,10849,0.0220297,0.6428242,1001,3746,56043.28749657608
325000,11662,1969,2014,0.335963,0.3827817,0.3507975,0.0015435,0.0223436,2030,0.0078818,0.8369458,814,3747,55103.29591948858
116700,8149,1939,2552,0.4977298,0.1634556,0.4998159,0.107866,0.1673197,2736,0.0672515,0.5190058,788,3748,54612.32113789551
137500,1453,379,550,0.5024088,0.1307639,0.5244322,0.1672402,0.2472727,592,0.0709459,0.4256757,448,3755,52301.776945613776
106300,19597,3430,3504,0.3585243,0.3433179,0.3886819,0.0014798,0.0188356,3556,0.0146232,0.7379078,485,3756,56630.00679776758
251300,7407,1813,2038,0.490887,0.1703794,0.5652761,0.0290266,0.0544652,2176,0.0634191,0.6544118,1001,3757,56349.66503598482
147900,17386,4600,5619,0.5029909,0.1924537,0.4842977,0.131025,0.1464673,5765,0.0253252,0.4428448,646,3759,56877.09274075575
124500,3943,928,1166,0.492772,0.19579,0.4734973,0.1653563,0.1586621,1205,0.0323651,0.5742739,711,3760,54444.45623027051
112100,4004,934,1052,0.4982517,0.1785714,0.5034965,0.0769231,0.0769962,1076,0.0223048,0.605948,1001,3762,53762.94587638416
212800,2248,551,867,0.4572954,0.1463523,0.6161032,0.0720641,0.1580161,1303,0.3346124,0.3875672,991,3765,52861.85410964362
287200,3799,1022,1546,0.484338,0.1129245,0.6299026,0.1187155,0.1998706,3070,0.4964169,0.3576547,1001,3766,53575.76178094467
179600,3870,1000,1238,0.4906977,0.1617571,0.5669251,0.0744186,0.1098546,1299,0.0469592,0.6997691,981,3767,53583.604988001054
126300,10688,2528,3675,0.4994386,0.149607,0.5181512,0.1664484,0.2454422,3848,0.0449584,0.4841476,639,3768,56480.04791463831
227800,29967,7690,10372,0.4954116,0.1832015,0.596623,0.0602329,0.1733513,10613,0.022708,0.4781871,1001,3769,54311.06648034901
114600,3508,745,817,0.5102623,0.2836374,0.4612315,0.0701254,0.0697674,832,0.0180288,0.5384615,560,3770,53494.8845960075
122800,5972,1472,1906,0.4941393,0.1759879,0.5229404,0.0741795,0.1579224,2140,0.1093458,0.6780374,884,3772,54873.44891457395
179400,31435,6607,7567,0.4989661,0.2161285,0.4778114,0.104565,0.0922426,7739,0.0222251,0.445148,672,3774,57897.49778991456
229800,11812,3125,4032,0.491534,0.1638165,0.5909245,0.032086,0.1552579,4087,0.0134573,0.4308784,974,3775,53440.17337024117
175300,5304,1423,1789,0.4852941,0.2375566,0.510181,0.0505279,0.1335942,1836,0.0255991,0.335512,871,3776,53477.170345236176
138300,3373,719,816,0.4879929,0.2048621,0.4699081,0.1153276,0.0784314,839,0.0274136,0.3825983,691,3778,54039.171889630015
151800,2523,486,1311,0.4542212,0.1632977,0.6900515,0.0523187,0.4180015,2439,0.4624846,0.400164,615,3866,53317.12826003164
103500,32058,8416,10722,0.4997193,0.2074053,0.5433589,0.0667228,0.174501,11025,0.027483,0.6388209,537,3964,55677.23839568816
135600,75460,20644,28810,0.5186721,0.1559104,0.566088,0.1223827,0.2372787,30428,0.0531747,0.7315302,813,3992,57512.55663474744
415000,1388,271,301,0.5057637,0.3688761,0.4380403,0.0439481,0.0697674,322,0.0652174,0.6770186,504,4014,55023.32401223741
150500,9504,2672,3508,0.5258838,0.1458333,0.5501894,0.1261574,0.2063854,3660,0.0415301,0.8428962,810,4016,54755.40268324899
362000,4202,1228,1366,0.4990481,0.1858639,0.57901,0.0842456,0.0834553,1450,0.057931,0.96,958,4017,54009.650619902255
109000,19373,5274,6365,0.5052909,0.1672431,0.5514892,0.0481082,0.1319717,6659,0.0441508,0.8315062,625,4019,55327.723635874776
112400,16614,4367,5838,0.5175153,0.1756952,0.5621765,0.0961238,0.2026379,6221,0.0615657,0.7889407,742,4055,56009.29959083208
131400,36427,10018,13335,0.5095122,0.1446729,0.5909078,0.0554534,0.2066742,13866,0.0382951,0.8097505,829,4092,57843.36093695852
253700,7669,2118,2402,0.5078889,0.1588212,0.5490938,0.084496,0.1003331,2657,0.0959729,0.9616108,972,4102,54784.601763306775
108000,31716,8390,11333,0.506306,0.1637975,0.5474524,0.0521188,0.1936822,12098,0.0632336,0.6779633,629,4129,56350.64803778944
105100,5716,1572,2492,0.5120714,0.1558782,0.5680546,0.1581526,0.3146067,2596,0.0400616,0.5550847,617,4199,53356.579246711815
127200,18341,5114,6520,0.5155117,0.1725097,0.5704705,0.0956873,0.1831288,6787,0.0393399,0.8252542,803,4225,56037.696136136845
173200,17327,5003,5892,0.5137646,0.1520748,0.5677267,0.0894558,0.1306857,6052,0.0264375,0.9167217,843,4231,55317.53494778916
254300,2887,838,897,0.4932456,0.1607205,0.577416,0.0516107,0.0523969,917,0.0218103,0.9803708,1001,4233,51741.80560741032
104700,53223,14459,19990,0.5173515,0.1557597,0.550326,0.1539748,0.2363682,20509,0.025306,0.7517675,609,4238,56786.46907416772
113200,46858,12789,17660,0.516646,0.1553417,0.5476546,0.1218148,0.2382786,18166,0.0278542,0.7452934,642,4252,55329.387248127794
114000,33429,9072,12002,0.5086302,0.1668611,0.5793174,0.071764,0.1997167,12416,0.0333441,0.7533022,691,4286,56884.271600679094
108500,42029,11623,15135,0.5167622,0.1617455,0.5338219,0.1425682,0.2031715,15486,0.0226656,0.8381764,741,4291,58269.99709729144
113500,73233,15628,27954,0.5306214,0.2323952,0.5157784,0.1236738,0.3422051,29164,0.0414895,0.6220683,719,4304,58137.72760584491
132100,8651,2512,2970,0.5120795,0.176627,0.5400532,0.1214888,0.1400673,3061,0.0297288,0.9549167,721,4328,55063.3181024955
100100,1371,395,483,0.4872356,0.1269147,0.5857039,0.0736689,0.1407867,493,0.020284,0.8924949,771,4331,51938.88915747496
122800,7180,1932,2221,0.5068245,0.2012535,0.5309192,0.0951253,0.1130122,2317,0.0414329,0.9136815,536,4340,55364.42551953097
112600,12617,3575,4584,0.5067766,0.1416343,0.5564714,0.1026393,0.1913176,4802,0.0453978,0.8588088,651,4359,53601.54774192707
129200,3957,1145,1367,0.5056861,0.1554208,0.584281,0.0732878,0.138259,1395,0.0200717,0.8688172,570,4373,51630.551675561066
289700,8499,2587,3061,0.5202965,0.1417814,0.54371100000000006,0.143664,0.1388435,3159,0.0310225,0.9389047,1001,4375,56452.1813403406
126800,24944,6835,9413,0.5088999,0.1652903,0.5473861,0.1045943,0.2319133,9747,0.034267,0.7508977,629,4376,57003.388187630095
172300,37093,10494,13348,0.5131426,0.1577656,0.5470035,0.1278678,0.1867696,13763,0.0301533,0.8582431,909,4377,56678.46869672289
135500,14054,3671,3881,0.4961577,0.1877046,0.5246905,0.0379251,0.0412265,3952,0.0179656,0.9840587,806,4386,54715.04431542519
175300,2101,594,654,0.4902427,0.1651594,0.5635412,0.0590195,0.0672783,664,0.0150602,0.9728916,1001,4399,53526.84128375741
249800,4423,1241,1311,0.4863215,0.1530635,0.5720099,0.0339136,0.0389016,1330,0.0142857,0.9894737,1001,4429,54388.2918954941
180400,30575,8845,11023,0.5110057,0.1484219,0.558103,0.1237939,0.1702803,11436,0.036114,0.8660371,927,4442,57007.28382070748
175900,16029,4538,5901,0.5185601,0.1481689,0.536278,0.1345062,0.2030164,6251,0.055991,0.8712206,797,4451,55763.18865241624
107200,46561,12121,15924,0.4977556,0.1871738,0.5673632,0.0433195,0.1743281,16608,0.041185,0.7594533,723,4454,58415.945163471115
131300,3503,975,1454,0.5546674,0.1187554,0.5378247,0.2449329,0.2950481,1518,0.0421607,0.8135705,744,4474,53184.673139735285
109400,6947,1852,2451,0.5022312,0.184828,0.5471427,0.1036419,0.1844145,2587,0.0525705,0.7139544,642,4484,54380.72836799291
425000,2402,693,790,0.5295587,0.1740216,0.5283097,0.101582,0.1139241,812,0.0270936,0.9864532,1001,4514,54478.31679326014
306100,2257,645,698,0.4918033,0.1865308,0.5870625,0.0584847,0.0544413,719,0.0292072,0.9819193,1000,4518,54682.48640612881
128500,15362,4170,5491,0.5174456,0.1426247,0.5387319,0.1399557,0.2063376,5635,0.0255546,0.8250222,602,4530,54383.940858439346
114100,12861,3555,5137,0.5505793,0.1247181,0.4973175,0.240339,0.2822659,5223,0.0164656,0.7593337,551,4531,57103.21435708425
196900,3855,1229,1576,0.5133593,0.1307393,0.6492866,0.1128405,0.1916244,1702,0.0740306,0.960047,1001,4533,55185.09503851261
213100,5513,1640,2028,0.5055324,0.1358607,0.5695629,0.1155451,0.1612426,2079,0.024531,0.9052429,902,4534,54887.10384664738
328500,17836,4747,5882,0.5183898,0.2040256,0.518558,0.1147679,0.16627,6131,0.0406133,0.8969173,912,4536,56554.795303586965
145000,1609,478,513,0.4922312,0.1827222,0.5556246,0.0870106,0.0545809,533,0.0375235,0.9681051,1001,4541,51794.89746658318
129700,14947,4179,4822,0.4990968,0.1300595,0.5742958,0.0412792,0.1045209,4920,0.0199187,0.9264228,720,4543,54827.13221205414
143200,19174,5174,6650,0.5156983,0.1791488,0.547773,0.0961197,0.1903759,6899,0.0360922,0.8357733,704,4565,56474.82670609261
268900,4931,1495,1682,0.5011154,0.150071,0.6033259,0.0772663,0.0862069,1717,0.0203844,0.9807804,1001,4568,56403.530994604895
153400,11365,3455,4100,0.5266168,0.1442147,0.508403,0.2103828,0.1458537,4188,0.0210124,0.9617956,945,4569,56833.834032433966
100100,8038,2220,2499,0.4916646,0.170316,0.5510077,0.0380692,0.0764306,2594,0.036623,0.9271396,746,4570,54751.16908989363
119200,19512,4839,7833,0.4976425,0.1858856,0.5894321,0.0505843,0.3024384,8338,0.0605661,0.6042216,676,4572,56186.03408227306
318200,4740,1229,1337,0.5027426,0.1751055,0.5436709,0.081012700000000007,0.0583396,1421,0.0591133,0.9641098,627,4584,56940.402891887345
126200,22408,6509,8124,0.5189664,0.1439218,0.5382453,0.188281,0.1802068,8242,0.0143169,0.8654453,672,4685,57011.81876261918
128700,53170,14570,20281,0.5028399,0.169306,0.5647169,0.1194847,0.2225729,20949,0.031887,0.7177431,633,4695,57028.219549221605
140500,85351,22798,29101,0.5077738,0.1740577,0.5565137,0.0557111,0.1757328,30906,0.0584029,0.7838284,738,4706,58715.49869615805
108800,14459,4124,5456,0.5330244,0.141711,0.5077806,0.2587316,0.223607,5552,0.0172911,0.8097983,576,4741,56695.68612805194
229500,1787,534,595,0.4946838,0.1712367,0.5970901,0.0738668,0.0840336,621,0.041868,0.9871176,1001,4745,54102.22355676339
189000,32308,9391,11391,0.5133403,0.1549461,0.5425591,0.1462486,0.1583706,11673,0.0241583,0.901225,1001,4746,57347.837827749165
202200,4635,1360,1800,0.5218986,0.1423948,0.5462783,0.1572816,0.2272222,1852,0.0280778,0.8833693,1001,4749,54271.648071435826
348000,9178,2601,2966,0.5019612,0.1879494,0.5380257,0.1296579,0.1109238,3112,0.0469152,0.9669023,927,4756,55573.6435971263
101500,1907,470,789,0.5353959,0.1132669,0.5453592,0.22129,0.3574144,867,0.0899654,0.5767013,939,4757,51501.04959649223
105400,53648,13364,22607,0.5344095,0.1575268,0.5670482,0.1152513,0.3430353,23571,0.0408977,0.6258962,616,4764,57235.8630928403
148100,4248,1275,1390,0.5042373,0.1730226,0.5689736,0.1153484,0.0748201,1434,0.0306834,0.9923291,1001,4779,54681.56618687923
